"COUNTRY","Country","SEX","Sex","COUNTRY_ORIGIN","Country of origin","ISC11_LEVEL","Level of education","ISC11P_CAT","Category of education","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","T","Total","A2","North American countries","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,6372,,
"AUS","Australia","T","Total","CA","Canada","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,3430,,
"AUS","Australia","T","Total","US","United States","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,2942,,
"AUS","Australia","T","Total","A9","Latin America & Carribean","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,6082,,
"AUS","Australia","T","Total","CL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,588,,
"AUS","Australia","T","Total","MX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,609,,
"AUS","Australia","T","Total","E1","Europe ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,11239,,
"AUS","Australia","T","Total","AT","Austria","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,265,,
"AUS","Australia","T","Total","BE","Belgium","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,108,,
"AUS","Australia","T","Total","CH","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,257,,
"AUS","Australia","T","Total","CZ","Czech Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,245,,
"AUS","Australia","T","Total","DE","Germany","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1237,,
"AUS","Australia","T","Total","DK","Denmark","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,147,,
"AUS","Australia","T","Total","EE","Estonia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,63,,
"AUS","Australia","T","Total","ES","Spain","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,414,,
"AUS","Australia","T","Total","FI","Finland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,105,,
"AUS","Australia","T","Total","FR","France","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1184,,
"AUS","Australia","T","Total","GB","United Kingdom","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1592,,
"AUS","Australia","T","Total","GR","Greece","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,170,,
"AUS","Australia","T","Total","HU","Hungary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,149,,
"AUS","Australia","T","Total","IE","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,283,,
"AUS","Australia","T","Total","IS","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,23,,
"AUS","Australia","T","Total","IT","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,988,,
"AUS","Australia","T","Total","LU","Luxembourg","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,4,,
"AUS","Australia","T","Total","LV","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,21,,
"AUS","Australia","T","Total","NL","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,257,,
"AUS","Australia","T","Total","NO","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,853,,
"AUS","Australia","T","Total","PL","Poland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,347,,
"AUS","Australia","T","Total","PT","Portugal","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,167,,
"AUS","Australia","T","Total","SI","Slovenia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,23,,
"AUS","Australia","T","Total","SK","Slovak Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,206,,
"AUS","Australia","T","Total","F1","Africa","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,7111,,
"AUS","Australia","T","Total","O3","Oceania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,4322,,
"AUS","Australia","T","Total","AU","Australia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,,"z","Not applicable"
"AUS","Australia","T","Total","NZ","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,2362,,
"AUS","Australia","T","Total","S1","Asia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,252954,,
"AUS","Australia","T","Total","IL","Israel","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,116,,
"AUS","Australia","T","Total","JP","Japan","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1672,,
"AUS","Australia","T","Total","KR","Korea, Republic of","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,6234,,
"AUS","Australia","T","Total","TR","Turkey","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,456,,
"AUS","Australia","T","Total","W19","Rest of the World (non allocated geographically)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,6358,,
"AUS","Australia","T","Total","OECD","OECD total","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,28196,,
"AUT","Austria","T","Total","A2","North American countries","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,737.676,,
"AUT","Austria","T","Total","CA","Canada","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,121.001,,
"AUT","Austria","T","Total","US","United States","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,616.675,,
"AUT","Austria","T","Total","A9","Latin America & Carribean","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,901.688,,
"AUT","Austria","T","Total","CL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,50.502,,
"AUT","Austria","T","Total","MX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,122.172,,
"AUT","Austria","T","Total","E1","Europe ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,56247.077,,
"AUT","Austria","T","Total","AT","Austria","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,,"z","Not applicable"
"AUT","Austria","T","Total","BE","Belgium","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,114.834,,
"AUT","Austria","T","Total","CH","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,846.297,,
"AUT","Austria","T","Total","CZ","Czech Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,479.003,,
"AUT","Austria","T","Total","DE","Germany","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,27149.518,,
"AUT","Austria","T","Total","DK","Denmark","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,58,,
"AUT","Austria","T","Total","EE","Estonia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,55,,
"AUT","Austria","T","Total","ES","Spain","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,453.782,,
"AUT","Austria","T","Total","FI","Finland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,131.836,,
"AUT","Austria","T","Total","FR","France","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,460.088,,
"AUT","Austria","T","Total","GB","United Kingdom","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,674.256,,
"AUT","Austria","T","Total","GR","Greece","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,483.341,,
"AUT","Austria","T","Total","HU","Hungary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1949.688,,
"AUT","Austria","T","Total","IE","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,88.501,,
"AUT","Austria","T","Total","IS","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,18.333,,
"AUT","Austria","T","Total","IT","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,8063.63,,
"AUT","Austria","T","Total","LU","Luxembourg","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,872.341,,
"AUT","Austria","T","Total","LV","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,77.833,,
"AUT","Austria","T","Total","NL","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,300.17,,
"AUT","Austria","T","Total","NO","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,48.001,,
"AUT","Austria","T","Total","PL","Poland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,861.188,,
"AUT","Austria","T","Total","PT","Portugal","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,99.668,,
"AUT","Austria","T","Total","SI","Slovenia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,561.169,,
"AUT","Austria","T","Total","SK","Slovak Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1127.427,,
"AUT","Austria","T","Total","F1","Africa","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,945.599,,
"AUT","Austria","T","Total","O3","Oceania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,120.5,,
"AUT","Austria","T","Total","AU","Australia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,90,,
"AUT","Austria","T","Total","NZ","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,27.5,,
"AUT","Austria","T","Total","S1","Asia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,6852.778,,
"AUT","Austria","T","Total","IL","Israel","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,137.667,,
"AUT","Austria","T","Total","JP","Japan","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,124.5,,
"AUT","Austria","T","Total","KR","Korea, Republic of","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,158.501,,
"AUT","Austria","T","Total","TR","Turkey","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,2536.479,,
"AUT","Austria","T","Total","W19","Rest of the World (non allocated geographically)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1886.028,,
"AUT","Austria","T","Total","OECD","OECD total","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,49080.537,,
"BEL","Belgium","T","Total","A2","North American countries","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,428,,
"BEL","Belgium","T","Total","CA","Canada","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,132,,
"BEL","Belgium","T","Total","US","United States","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,296,,
"BEL","Belgium","T","Total","A9","Latin America & Carribean","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1030,,
"BEL","Belgium","T","Total","CL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,86,,
"BEL","Belgium","T","Total","MX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,117,,
"BEL","Belgium","T","Total","E1","Europe ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,29094,,
"BEL","Belgium","T","Total","AT","Austria","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,44,,
"BEL","Belgium","T","Total","BE","Belgium","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,,"z","Not applicable"
"BEL","Belgium","T","Total","CH","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,167,,
"BEL","Belgium","T","Total","CZ","Czech Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,54,,
"BEL","Belgium","T","Total","DE","Germany","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,662,,
"BEL","Belgium","T","Total","DK","Denmark","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,32,,
"BEL","Belgium","T","Total","EE","Estonia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,13,,
"BEL","Belgium","T","Total","ES","Spain","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,586,,
"BEL","Belgium","T","Total","FI","Finland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,55,,
"BEL","Belgium","T","Total","FR","France","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,18115,,
"BEL","Belgium","T","Total","GB","United Kingdom","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,310,,
"BEL","Belgium","T","Total","GR","Greece","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,342,,
"BEL","Belgium","T","Total","HU","Hungary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,84,,
"BEL","Belgium","T","Total","IE","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,47,,
"BEL","Belgium","T","Total","IS","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,9,,
"BEL","Belgium","T","Total","IT","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1082,,
"BEL","Belgium","T","Total","LU","Luxembourg","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1933,,
"BEL","Belgium","T","Total","LV","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,33,,
"BEL","Belgium","T","Total","NL","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,3601,,
"BEL","Belgium","T","Total","NO","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,27,,
"BEL","Belgium","T","Total","PL","Poland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,246,,
"BEL","Belgium","T","Total","PT","Portugal","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,226,,
"BEL","Belgium","T","Total","SI","Slovenia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,27,,
"BEL","Belgium","T","Total","SK","Slovak Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,48,,
"BEL","Belgium","T","Total","F1","Africa","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,5281,,
"BEL","Belgium","T","Total","O3","Oceania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,59,,
"BEL","Belgium","T","Total","AU","Australia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,49,,
"BEL","Belgium","T","Total","NZ","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,10,,
"BEL","Belgium","T","Total","S1","Asia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,2704,,
"BEL","Belgium","T","Total","IL","Israel","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,24,,
"BEL","Belgium","T","Total","JP","Japan","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,55,,
"BEL","Belgium","T","Total","KR","Korea, Republic of","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,52,,
"BEL","Belgium","T","Total","TR","Turkey","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,197,,
"BEL","Belgium","T","Total","W19","Rest of the World (non allocated geographically)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,17857,,
"BEL","Belgium","T","Total","OECD","OECD total","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,28824,,
"CAN","Canada","T","Total","A2","North American countries","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,8295,,
"CAN","Canada","T","Total","CA","Canada","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,,"z","Not applicable"
"CAN","Canada","T","Total","US","United States","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,7971,,
"CAN","Canada","T","Total","A9","Latin America & Carribean","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,7956,,
"CAN","Canada","T","Total","CL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,258,,
"CAN","Canada","T","Total","MX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1419,,
"CAN","Canada","T","Total","E1","Europe ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,21516,,
"CAN","Canada","T","Total","AT","Austria","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,135,,
"CAN","Canada","T","Total","BE","Belgium","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,324,,
"CAN","Canada","T","Total","CH","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,360,,
"CAN","Canada","T","Total","CZ","Czech Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,78,,
"CAN","Canada","T","Total","DE","Germany","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,1116,,
"CAN","Canada","T","Total","DK","Denmark","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,99,,
"CAN","Canada","T","Total","EE","Estonia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,12,,
"CAN","Canada","T","Total","ES","Spain","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,345,,
"CAN","Canada","T","Total","FI","Finland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,84,,
"CAN","Canada","T","Total","FR","France","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,14136,,
"CAN","Canada","T","Total","GB","United Kingdom","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CAN","Canada","T","Total","GR","Greece","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,177,,
"CAN","Canada","T","Total","HU","Hungary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,72,,
"CAN","Canada","T","Total","IE","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,138,,
"CAN","Canada","T","Total","IS","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,42,,
"CAN","Canada","T","Total","IT","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,546,,
"CAN","Canada","T","Total","LU","Luxembourg","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,33,,
"CAN","Canada","T","Total","LV","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,24,,
"CAN","Canada","T","Total","NL","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,249,,
"CAN","Canada","T","Total","NO","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,171,,
"CAN","Canada","T","Total","PL","Poland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","9999","Latest available year","PER","Persons","0","Units",,,141,,
