Year,CountryOfNationality,TotalStudy
2016 Q1,Netherlands Antilles,0
2016 Q1,New Caledonia,0
2016 Q1,New Zealand,18
2016 Q1,Nicaragua,0
2016 Q1,Niger,0
2016 Q1,Nigeria,"1,205"
2016 Q1,Niue,0
2016 Q1,Norfolk Island,0
2016 Q1,Northern Mariana Islands,0
2016 Q1,Norway,0
2016 Q1,Occupied Palestinian Territories,23
2016 Q1,Oman,249
2016 Q1,Other and unknown,3
2016 Q1,Pakistan,393
2016 Q1,Palau,0
2016 Q1,Panama,4
2016 Q1,Papua New Guinea,1
2016 Q1,Paraguay,0
2016 Q1,Peru,15
2016 Q1,Philippines,30
2016 Q1,Pitcairn Islands (British),0
2016 Q1,Poland,0
2016 Q1,Portugal,0
2016 Q1,Puerto Rico,0
2016 Q1,Qatar,212
2016 Q1,Refugee,2
2016 Q1,Reunion,0
2016 Q1,Romania,0
2016 Q1,Russia,92
2016 Q1,Rwanda,9
2016 Q1,Samoa,0
2016 Q1,San Marino,0
2016 Q1,Sao Tome and Principe,0
2016 Q1,Saudi Arabia,"1,286"
2016 Q1,Senegal,1
2016 Q1,Serbia,6
2016 Q1,Serbia and Montenegro,0
2016 Q1,Seychelles,3
2016 Q1,Sierra Leone,6
2016 Q1,Singapore,74
2016 Q1,Slovakia,0
2016 Q1,Slovenia,0
2016 Q1,Solomon Islands,0
2016 Q1,Somalia,1
2016 Q1,South Africa,15
2016 Q1,South Georgia and South Sandwich Islands,0
2016 Q1,Spain,0
2016 Q1,Sri Lanka,31
2016 Q1,St. Helena (British),0
2016 Q1,St. Kitts and Nevis,6
2016 Q1,St. Lucia,2
2016 Q1,St. Maarten (Dutch Part),0
2016 Q1,St. Martin (French Part),0
2016 Q1,St. Pierre and Miquelon,0
2016 Q1,St. Vincent and the Grenadines,0
2016 Q1,Stateless,0
2016 Q1,Sudan,23
2016 Q1,Sudan (South),3
2016 Q1,Surinam,0
2016 Q1,Svalbard and Jan Mayen,0
2016 Q1,Swaziland,0
2016 Q1,Sweden,0
2016 Q1,Switzerland,0
2016 Q1,Syria,24
2016 Q1,Taiwan,88
2016 Q1,Tajikistan,5
2016 Q1,Tanzania,62
2016 Q1,Thailand,207
2016 Q1,Togo,0
2016 Q1,Tokelau,0
2016 Q1,Tonga,0
2016 Q1,Trinidad and Tobago,27
2016 Q1,Tunisia,8
2016 Q1,Turkey,169
2016 Q1,Turkmenistan,6
2016 Q1,Turks and Caicos Islands (British),0
2016 Q1,Tuvalu,0
2016 Q1,Uganda,27
2016 Q1,Ukraine,24
2016 Q1,United Arab Emirates,68
2016 Q1,United States,450
2016 Q1,Uruguay,0
2016 Q1,Uzbekistan,16
2016 Q1,Vanuatu,0
2016 Q1,Vatican City,0
2016 Q1,Venezuela,10
2016 Q1,Vietnam,250
2016 Q1,Virgin Islands (British),1
2016 Q1,Virgin Islands (US),0
2016 Q1,Wallis and Futuna,0
2016 Q1,Western Sahara,0
2016 Q1,Yemen,14
2016 Q1,Zambia,28
2016 Q1,Zimbabwe,31
2016 Q2,Afghanistan,1
2016 Q2,Albania,10
2016 Q2,Algeria,42
2016 Q2,American Samoa,0
2016 Q2,Andorra,0
2016 Q2,Angola,17
2016 Q2,Anguilla (British),0
2016 Q2,Antigua and Barbuda,0
2016 Q2,Argentina,4
2016 Q2,Armenia,4
2016 Q2,Aruba,0
2016 Q2,Australia,114
2016 Q2,Austria,0
2016 Q2,Azerbaijan,9
2016 Q2,"Bahamas, The",1
2016 Q2,Bahrain,40
2016 Q2,Bangladesh,76
2016 Q2,Barbados,2
2016 Q2,Belarus,5
2016 Q2,Belgium,0
2016 Q2,Belize,0
2016 Q2,Benin,1
2016 Q2,Bermuda (British),0
2016 Q2,Bhutan,0
2016 Q2,Bolivia,1
2016 Q2,"Bonaire, Sint Eustatius and Saba",0
2016 Q2,Bosnia and Herzegovina,0
2016 Q2,Botswana,4
2016 Q2,Brazil,67
2016 Q2,British overseas citizens,0
2016 Q2,Brunei,10
2016 Q2,Bulgaria,0
2016 Q2,Burkina,0
2016 Q2,Burma,8
2016 Q2,Burundi,0
2016 Q2,Cambodia,5
2016 Q2,Cameroon,15
2016 Q2,Canada,189
2016 Q2,Cape Verde,0
2016 Q2,Cayman Islands (British),0
2016 Q2,Central African Republic,0
2016 Q2,Chad,1
2016 Q2,Chile,74
2016 Q2,China,"18,755"
2016 Q2,Christmas Island,0
2016 Q2,Cocos (Keeling) Islands,0
2016 Q2,Colombia,56
2016 Q2,Comoros,0
2016 Q2,Congo,0
2016 Q2,Congo (Democratic Republic),3
2016 Q2,Cook Islands,0
2016 Q2,Costa Rica,2
2016 Q2,Croatia,0
2016 Q2,Cuba,0
2016 Q2,Curacao,0
2016 Q2,Cyprus,0
2016 Q2,Cyprus (Northern part of),0
2016 Q2,Czech Republic,0
2016 Q2,Denmark,0
2016 Q2,Djibouti,0
2016 Q2,Dominica,3
2016 Q2,Dominican Republic,2
2016 Q2,East Timor,0
2016 Q2,Ecuador,27
2016 Q2,Egypt,77
2016 Q2,El Salvador,0
2016 Q2,Equatorial Guinea,1
2016 Q2,Eritrea,1
2016 Q2,Estonia,0
2016 Q2,Ethiopia,3
2016 Q2,Falkland Islands (British),0
2016 Q2,Faroe Islands,0
2016 Q2,Fiji,1
2016 Q2,Finland,0
2016 Q2,Former Yugoslavia,0
2016 Q2,France,0
2016 Q2,French Guiana,0
2016 Q2,French Polynesia,0
2016 Q2,Gabon,1
2016 Q2,"Gambia, The",7
2016 Q2,Georgia,4
2016 Q2,Germany,0
2016 Q2,Ghana,28
2016 Q2,Gibraltar (British),0
2016 Q2,Greece,0
2016 Q2,Greenland,0
2016 Q2,Grenada,1
2016 Q2,Guadeloupe,0
2016 Q2,Guam,0
2016 Q2,Guatemala,2
2016 Q2,Guinea,0
2016 Q2,Guinea-Bissau,0
2016 Q2,Guyana,2
2016 Q2,Haiti,0
2016 Q2,Heard Island and McDonald Islands,0
2016 Q2,Honduras,1
2016 Q2,Hong Kong,364
2016 Q2,Hungary,0
2016 Q2,Iceland,0
2016 Q2,India,415
2016 Q2,Indonesia,117
2016 Q2,Iran,50
2016 Q2,Iraq,58
2016 Q2,Ireland,0
2016 Q2,Israel,12
2016 Q2,Italy,0
2016 Q2,Ivory Coast,1
2016 Q2,Jamaica,4
2016 Q2,Japan,409
2016 Q2,Jordan,77
2016 Q2,Kazakhstan,115
2016 Q2,Kenya,18
2016 Q2,Kiribati,0
2016 Q2,Korea (North),0
2016 Q2,Korea (South),381
2016 Q2,Kosovo,3
2016 Q2,Kuwait,131
2016 Q2,Kyrgyzstan,1
2016 Q2,Laos,5
2016 Q2,Latvia,0
2016 Q2,Lebanon,23
2016 Q2,Lesotho,0
2016 Q2,Liberia,0
2016 Q2,Libya,92
2016 Q2,Liechtenstein,0
2016 Q2,Lithuania,0
2016 Q2,Luxembourg,0
2016 Q2,Macau,18
2016 Q2,Macedonia,2
2016 Q2,Madagascar,0
2016 Q2,Malawi,4
2016 Q2,Malaysia,221
2016 Q2,Maldives,2
2016 Q2,Mali,0
2016 Q2,Malta,0
2016 Q2,Marshall Islands,0
2016 Q2,Martinique,0
2016 Q2,Mauritania,0
2016 Q2,Mauritius,10
2016 Q2,Mayotte,0
2016 Q2,Mexico,99
2016 Q2,Micronesia,0
2016 Q2,Moldova,1
2016 Q2,Monaco,0
2016 Q2,Mongolia,13
2016 Q2,Montenegro,3
2016 Q2,Montserrat (British),0
2016 Q2,Morocco,13
2016 Q2,Mozambique,1
2016 Q2,Namibia,1
2016 Q2,Nauru,0
2016 Q2,Nepal,19
2016 Q2,Netherlands,0
2016 Q2,Netherlands Antilles,0
2016 Q2,New Caledonia,0
2016 Q2,New Zealand,27
2016 Q2,Nicaragua,0
2016 Q2,Niger,0
2016 Q2,Nigeria,383
2016 Q2,Niue,0
2016 Q2,Norfolk Island,0
2016 Q2,Northern Mariana Islands,0
2016 Q2,Norway,0
2016 Q2,Occupied Palestinian Territories,24
2016 Q2,Oman,195
2016 Q2,Other and unknown,2
2016 Q2,Pakistan,161
2016 Q2,Palau,0
2016 Q2,Panama,2
2016 Q2,Papua New Guinea,0
2016 Q2,Paraguay,1
2016 Q2,Peru,26
2016 Q2,Philippines,16
2016 Q2,Pitcairn Islands (British),0
2016 Q2,Poland,0
2016 Q2,Portugal,0
2016 Q2,Puerto Rico,0
2016 Q2,Qatar,49
2016 Q2,Refugee,1
2016 Q2,Reunion,0
2016 Q2,Romania,0
2016 Q2,Russia,167
2016 Q2,Rwanda,11
2016 Q2,Samoa,0
2016 Q2,San Marino,0
2016 Q2,Sao Tome and Principe,0
2016 Q2,Saudi Arabia,"1,020"
2016 Q2,Senegal,1
2016 Q2,Serbia,6
2016 Q2,Serbia and Montenegro,0
2016 Q2,Seychelles,3
2016 Q2,Sierra Leone,1
2016 Q2,Singapore,130
2016 Q2,Slovakia,0
2016 Q2,Slovenia,0
2016 Q2,Solomon Islands,0
2016 Q2,Somalia,1
2016 Q2,South Africa,23
2016 Q2,South Georgia and South Sandwich Islands,0
2016 Q2,Spain,0
2016 Q2,Sri Lanka,36
2016 Q2,St. Helena (British),0
2016 Q2,St. Kitts and Nevis,2
2016 Q2,St. Lucia,1
2016 Q2,St. Maarten (Dutch Part),0
2016 Q2,St. Martin (French Part),0
2016 Q2,St. Pierre and Miquelon,0
2016 Q2,St. Vincent and the Grenadines,1
2016 Q2,Stateless,0
2016 Q2,Sudan,8
2016 Q2,Sudan (South),1
2016 Q2,Surinam,0
2016 Q2,Svalbard and Jan Mayen,0
2016 Q2,Swaziland,0
2016 Q2,Sweden,0
2016 Q2,Switzerland,0
2016 Q2,Syria,9
2016 Q2,Taiwan,617
2016 Q2,Tajikistan,1
2016 Q2,Tanzania,27
2016 Q2,Thailand,"1,153"
2016 Q2,Togo,1
2016 Q2,Tokelau,0
2016 Q2,Tonga,0
2016 Q2,Trinidad and Tobago,12
2016 Q2,Tunisia,2
2016 Q2,Turkey,293
2016 Q2,Turkmenistan,2
2016 Q2,Turks and Caicos Islands (British),0
2016 Q2,Tuvalu,0
2016 Q2,Uganda,6
2016 Q2,Ukraine,41
2016 Q2,United Arab Emirates,30
2016 Q2,United States,"1,453"
2016 Q2,Uruguay,1
2016 Q2,Uzbekistan,6
2016 Q2,Vanuatu,0
2016 Q2,Vatican City,0
2016 Q2,Venezuela,15
2016 Q2,Vietnam,201
2016 Q2,Virgin Islands (British),0
2016 Q2,Virgin Islands (US),0
2016 Q2,Wallis and Futuna,0
2016 Q2,Western Sahara,0
2016 Q2,Yemen,7
2016 Q2,Zambia,10
2016 Q2,Zimbabwe,9
2016 Q3,Afghanistan,46
2016 Q3,Albania,156
2016 Q3,Algeria,199
2016 Q3,American Samoa,0
2016 Q3,Andorra,5
2016 Q3,Angola,268
2016 Q3,Anguilla (British),0
2016 Q3,Antigua and Barbuda,20
2016 Q3,Argentina,93
2016 Q3,Armenia,65
2016 Q3,Aruba,0
2016 Q3,Australia,846
2016 Q3,Austria,0
2016 Q3,Azerbaijan,337
2016 Q3,"Bahamas, The",59
2016 Q3,Bahrain,645
2016 Q3,Bangladesh,817
2016 Q3,Barbados,63
2016 Q3,Belarus,96
2016 Q3,Belgium,0
2016 Q3,Belize,29
2016 Q3,Benin,12
2016 Q3,Bermuda (British),0
2016 Q3,Bhutan,19
2016 Q3,Bolivia,47
2016 Q3,"Bonaire, Sint Eustatius and Saba",0
2016 Q3,Bosnia and Herzegovina,26
2016 Q3,Botswana,170
2016 Q3,Brazil,579
2016 Q3,British overseas citizens,5
2016 Q3,Brunei,455
2016 Q3,Bulgaria,0
2016 Q3,Burkina,6
2016 Q3,Burma,283
2016 Q3,Burundi,9
2016 Q3,Cambodia,76
2016 Q3,Cameroon,126
2016 Q3,Canada,"2,761"
2016 Q3,Cape Verde,3
2016 Q3,Cayman Islands (British),0
2016 Q3,Central African Republic,0
2016 Q3,Chad,1
2016 Q3,Chile,450
2016 Q3,China,"52,293"
2016 Q3,Christmas Island,0
2016 Q3,Cocos (Keeling) Islands,0
2016 Q3,Colombia,540
2016 Q3,Comoros,3
2016 Q3,Congo,9
2016 Q3,Congo (Democratic Republic),25
2016 Q3,Cook Islands,0
2016 Q3,Costa Rica,54
2016 Q3,Croatia,0
2016 Q3,Cuba,16
2016 Q3,Curacao,0
2016 Q3,Cyprus,1
2016 Q3,Cyprus (Northern part of),0
2016 Q3,Czech Republic,0
2016 Q3,Denmark,0
2016 Q3,Djibouti,2
2016 Q3,Dominica,18
2016 Q3,Dominican Republic,122
2016 Q3,East Timor,1
2016 Q3,Ecuador,372
2016 Q3,Egypt,"1,258"
2016 Q3,El Salvador,22
2016 Q3,Equatorial Guinea,11
2016 Q3,Eritrea,9
2016 Q3,Estonia,0
2016 Q3,Ethiopia,60
2016 Q3,Falkland Islands (British),0
2016 Q3,Faroe Islands,0
2016 Q3,Fiji,15
2016 Q3,Finland,0
2016 Q3,Former Yugoslavia,0
2016 Q3,France,0
2016 Q3,French Guiana,0
2016 Q3,French Polynesia,0
2016 Q3,Gabon,6
2016 Q3,"Gambia, The",51
2016 Q3,Georgia,147
2016 Q3,Germany,1
2016 Q3,Ghana,696
2016 Q3,Gibraltar (British),0
2016 Q3,Greece,0
2016 Q3,Greenland,0
2016 Q3,Grenada,19
2016 Q3,Guadeloupe,0
2016 Q3,Guam,0
2016 Q3,Guatemala,34
2016 Q3,Guinea,8
2016 Q3,Guinea-Bissau,2
2016 Q3,Guyana,41
2016 Q3,Haiti,5
2016 Q3,Heard Island and McDonald Islands,0
2016 Q3,Honduras,18
2016 Q3,Hong Kong,"7,959"
2016 Q3,Hungary,0
2016 Q3,Iceland,0
2016 Q3,India,"8,919"
2016 Q3,Indonesia,"2,619"
2016 Q3,Iran,605
2016 Q3,Iraq,251
2016 Q3,Ireland,0
2016 Q3,Israel,134
2016 Q3,Italy,0
2016 Q3,Ivory Coast,29
2016 Q3,Jamaica,84
2016 Q3,Japan,"1,981"
2016 Q3,Jordan,855
2016 Q3,Kazakhstan,"1,017"
2016 Q3,Kenya,783
2016 Q3,Kiribati,1
2016 Q3,Korea (North),1
2016 Q3,Korea (South),"3,440"
2016 Q3,Kosovo,45
2016 Q3,Kuwait,"2,205"
2016 Q3,Kyrgyzstan,44
2016 Q3,Laos,33
2016 Q3,Latvia,0
2016 Q3,Lebanon,556
2016 Q3,Lesotho,10
2016 Q3,Liberia,20
2016 Q3,Libya,187
2016 Q3,Liechtenstein,0
2016 Q3,Lithuania,0
2016 Q3,Luxembourg,0
2016 Q3,Macau,245
2016 Q3,Macedonia,43
2016 Q3,Madagascar,20
2016 Q3,Malawi,126
2016 Q3,Malaysia,"7,059"
2016 Q3,Maldives,80
2016 Q3,Mali,7
2016 Q3,Malta,0
2016 Q3,Marshall Islands,0
2016 Q3,Martinique,0
2016 Q3,Mauritania,18
2016 Q3,Mauritius,396
2016 Q3,Mayotte,0
2016 Q3,Mexico,"1,209"
2016 Q3,Micronesia,0
2016 Q3,Moldova,11
2016 Q3,Monaco,7
2016 Q3,Mongolia,170
2016 Q3,Montenegro,41
2016 Q3,Montserrat (British),0
2016 Q3,Morocco,320
2016 Q3,Mozambique,40
2016 Q3,Namibia,49
2016 Q3,Nauru,0
2016 Q3,Nepal,172
2016 Q3,Netherlands,0
2016 Q3,Netherlands Antilles,0
2016 Q3,New Caledonia,0
2016 Q3,New Zealand,223
2016 Q3,Nicaragua,7
2016 Q3,Niger,2
2016 Q3,Nigeria,"3,576"
2016 Q3,Niue,0
2016 Q3,Norfolk Island,0
2016 Q3,Northern Mariana Islands,0
2016 Q3,Norway,0
2016 Q3,Occupied Palestinian Territories,213
2016 Q3,Oman,"1,539"
2016 Q3,Other and unknown,28
2016 Q3,Pakistan,"2,108"
2016 Q3,Palau,0
2016 Q3,Panama,35
2016 Q3,Papua New Guinea,5
2016 Q3,Paraguay,50
2016 Q3,Peru,205
2016 Q3,Philippines,259
2016 Q3,Pitcairn Islands (British),0
2016 Q3,Poland,0
2016 Q3,Portugal,0
2016 Q3,Puerto Rico,0
2016 Q3,Qatar,"1,250"
2016 Q3,Refugee,6
2016 Q3,Reunion,0
2016 Q3,Romania,0
2016 Q3,Russia,"2,527"
2016 Q3,Rwanda,46
2016 Q3,Samoa,3
2016 Q3,San Marino,0
2016 Q3,Sao Tome and Principe,1
2016 Q3,Saudi Arabia,"4,388"
2016 Q3,Senegal,22
2016 Q3,Serbia,129
2016 Q3,Serbia and Montenegro,0
2016 Q3,Seychelles,67
2016 Q3,Sierra Leone,74
2016 Q3,Singapore,"2,440"
2016 Q3,Slovakia,0
2016 Q3,Slovenia,0
2016 Q3,Solomon Islands,6
2016 Q3,Somalia,18
2016 Q3,South Africa,420
2016 Q3,South Georgia and South Sandwich Islands,0
2016 Q3,Spain,0
2016 Q3,Sri Lanka,377
2016 Q3,St. Helena (British),0
2016 Q3,St. Kitts and Nevis,44
2016 Q3,St. Lucia,26
2016 Q3,St. Maarten (Dutch Part),0
2016 Q3,St. Martin (French Part),0
2016 Q3,St. Pierre and Miquelon,0
2016 Q3,St. Vincent and the Grenadines,15
2016 Q3,Stateless,1
2016 Q3,Sudan,160
2016 Q3,Sudan (South),33
2016 Q3,Surinam,0
2016 Q3,Svalbard and Jan Mayen,0
2016 Q3,Swaziland,20
2016 Q3,Sweden,0
2016 Q3,Switzerland,0
2016 Q3,Syria,143
2016 Q3,Taiwan,"2,185"
2016 Q3,Tajikistan,34
2016 Q3,Tanzania,253
2016 Q3,Thailand,"2,811"
2016 Q3,Togo,6
2016 Q3,Tokelau,0
2016 Q3,Tonga,2
2016 Q3,Trinidad and Tobago,250
2016 Q3,Tunisia,88
2016 Q3,Turkey,"1,689"
2016 Q3,Turkmenistan,32
2016 Q3,Turks and Caicos Islands (British),0
2016 Q3,Tuvalu,0
2016 Q3,Uganda,242
2016 Q3,Ukraine,623
2016 Q3,United Arab Emirates,561
2016 Q3,United States,"10,480"
2016 Q3,Uruguay,40
2016 Q3,Uzbekistan,107
2016 Q3,Vanuatu,2
2016 Q3,Vatican City,0
2016 Q3,Venezuela,89
2016 Q3,Vietnam,"1,793"
2016 Q3,Virgin Islands (British),0
2016 Q3,Virgin Islands (US),0
2016 Q3,Wallis and Futuna,0
2016 Q3,Western Sahara,0
2016 Q3,Yemen,53
2016 Q3,Zambia,166
2016 Q3,Zimbabwe,273
2016 Q4,Afghanistan,14
2016 Q4,Albania,35
